"numberOfVersionsUntil.","numberOfFixesUntil.","numberOfRefactoringsUntil.","numberOfAuthorsUntil.","linesAddedUntil.","maxLinesAddedUntil.","avgLinesAddedUntil.","linesRemovedUntil.","maxLinesRemovedUntil.","avgLinesRemovedUntil.","codeChurnUntil.","maxCodeChurnUntil.","avgCodeChurnUntil.","ageWithRespectTo.","weightedAgeWithRespectTo.","bugs"
1,0,1,1,1,1,1,1,1,1,0,0,0,11.7143,0,"false"
2,0,0,2,2,1,1,2,1,1,0,0,0,240.143,0.642857,"false"
4,1,0,4,26,13,6.5,58,51,14.5,-32,5,-8,368.143,195.225,"false"
2,0,0,2,7,6,3.5,6,5,3,1,1,0.5,211,95.2653,"false"
4,0,1,2,43,21,10.75,6,5,1.5,37,21,9.25,145,10.4851,"false"
6,2,0,2,86,59,14.3333,8,3,1.33333,78,59,13,136.571,15.794,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,19.7143,0,"false"
4,0,0,1,4,1,1,4,1,1,0,0,0,216.286,5.96429,"false"
4,1,0,2,22,16,5.5,6,3,1.5,16,15,4,136.571,49.0195,"false"
3,0,0,2,82,43,27.3333,46,43,15.3333,36,36,12,90.5714,10.3537,"false"
3,0,0,2,79,43,26.3333,46,43,15.3333,33,33,11,90.5714,10.3834,"false"
3,0,0,2,129,124,43,127,124,42.3333,2,2,0.666667,70.8571,50.6622,"false"
3,0,0,3,20,13,6.66667,57,51,19,-37,1,-12.3333,368.143,166.193,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,23.1429,0,"false"
3,1,1,1,11,10,3.66667,22,19,7.33333,-11,0,-3.66667,11.7143,2.46753,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,4.14286,0,"false"
5,1,0,2,4,2,0.8,23,20,4.6,-19,1,-3.8,191.143,7.82143,"false"
5,1,0,3,27,16,5.4,21,15,4.2,6,15,1.2,91.7143,24.3598,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,234.714,0,"false"
3,0,0,2,193,190,64.3333,193,190,64.3333,0,0,0,90.5714,11.2095,"false"
5,1,0,3,35,14,7,64,51,12.8,-29,8,-5.8,368.143,113.457,"false"
2,0,0,2,7,6,3.5,6,5,3,1,1,0.5,193.286,80.0816,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,187.286,0,"false"
16,0,0,8,272,78,17,203,61,12.6875,69,47,4.3125,368.143,258.475,"false"
3,0,0,2,3,1,1,4,2,1.33333,-1,0,-0.333333,70.1429,31.3333,"false"
12,5,0,3,164,62,13.6667,117,56,9.75,47,39,3.91667,90.5714,34.939,"false"
2,0,0,2,7,6,3.5,6,5,3,1,1,0.5,151.571,44.3265,"false"
3,0,0,2,45,43,15,45,43,15,0,0,0,90.5714,10.9968,"false"
15,2,0,8,1045,154,69.6667,900,181,60,145,59,9.66667,264.857,177.82,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,216.286,0,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,234.714,0,"false"
57,11,0,12,1332,116,23.3684,605,123,10.614,727,93,12.7544,264.857,142.483,"true"
16,4,1,5,146,77,9.125,133,51,8.3125,13,46,0.8125,246.857,143.408,"false"
11,1,0,5,124,68,11.2727,103,51,9.36364,21,46,1.90909,246.857,145.357,"false"
6,1,0,5,46,15,7.66667,61,51,10.1667,-15,12,-2.5,368.143,178.556,"false"
2,0,0,2,4,3,2,3,2,1.5,1,1,0.5,14,5.25,"false"
5,1,0,3,5,1,1,5,1,1,0,0,0,250.143,16.1429,"false"
11,1,0,8,262,142,23.8182,152,51,13.8182,110,125,10,368.143,254.441,"false"
3,0,0,1,31,29,10.3333,3,1,1,28,28,9.33333,62.7143,22.424,"false"
1,0,1,1,1,1,1,1,1,1,0,0,0,11.7143,0,"false"
3,0,0,3,8,6,2.66667,7,5,2.33333,1,1,0.333333,209.143,99.4107,"false"
3,0,0,3,8,6,2.66667,8,5,2.66667,0,1,0,143.857,50.5714,"false"
2,0,0,2,10,9,5,2,1,1,8,8,4,64,25.5857,"false"
