"numberOfVersionsUntil.","numberOfFixesUntil.","numberOfRefactoringsUntil.","numberOfAuthorsUntil.","linesAddedUntil.","maxLinesAddedUntil.","avgLinesAddedUntil.","linesRemovedUntil.","maxLinesRemovedUntil.","avgLinesRemovedUntil.","codeChurnUntil.","maxCodeChurnUntil.","avgCodeChurnUntil.","ageWithRespectTo.","weightedAgeWithRespectTo.","bugs"
21,3,1,5,130,52,6.19048,55,21,2.61905,75,52,3.57143,187,8.06264,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,12.2857,0,"true"
2,0,0,1,12,12,6,1,1,0.5,11,11,5.5,14.7143,9.57143,"false"
9,2,0,5,373,341,41.4444,265,259,29.4444,108,82,12,224.143,159.199,"false"
48,6,0,7,1148,464,23.9167,1122,464,23.375,26,49,0.541667,367,82.3712,"false"
65,5,0,8,646,64,9.93846,1489,625,22.9077,-843,34,-12.9692,328.143,96.705,"false"
96,11,0,10,1711,272,17.8229,1509,290,15.7187,202,50,2.10417,367,115.101,"true"
2,0,0,2,10,10,5,4,4,2,6,6,3,14.7143,5,"false"
35,7,0,9,5188,1713,148.229,939,434,26.8286,4249,1511,121.4,333.143,105.181,"false"
40,4,0,4,1012,232,25.3,469,78,11.725,543,154,13.575,175.714,41.0707,"false"
36,9,0,7,1462,425,40.6111,665,315,18.4722,797,270,22.1389,333.143,120.387,"false"
7,3,0,4,9,3,1.28571,9,3,1.28571,0,0,0,220.143,45.0952,"false"
24,7,0,5,251,67,10.4583,172,51,7.16667,79,20,3.29167,322.714,78.992,"false"
150,14,0,11,2422,411,16.1467,1764,411,11.76,658,151,4.38667,329,135.043,"true"
27,6,0,5,174,52,6.44444,161,52,5.96296,13,8,0.481481,367,78.014,"false"
27,3,0,5,185,41,6.85185,145,41,5.37037,40,16,1.48148,367,88.8672,"false"
35,5,0,6,391,131,11.1714,329,131,9.4,62,32,1.77143,367,38.0018,"false"
27,8,0,8,168,57,6.22222,46,6,1.7037,122,53,4.51852,328.143,102.19,"false"
70,5,0,9,421,62,6.01429,333,62,4.75714,88,32,1.25714,367,128.918,"false"
50,5,0,6,1636,295,32.72,1804,321,36.08,-168,18,-3.36,367,64.1712,"false"
13,4,0,5,30,9,2.30769,49,10,3.76923,-19,0,-1.46154,322.714,49.4905,"false"
14,5,0,7,192,79,13.7143,130,79,9.28571,62,32,4.42857,333.143,100.571,"false"
18,9,0,4,237,200,13.1667,69,43,3.83333,168,157,9.33333,166.714,9.8692,"false"
57,6,0,7,667,263,11.7018,663,263,11.6316,4,14,0.0701754,367,62.2949,"false"
66,12,0,7,946,169,14.3333,862,169,13.0606,84,22,1.27273,367,104.98,"false"
31,3,0,6,185,83,5.96774,190,83,6.12903,-5,6,-0.16129,367,51.556,"false"
39,5,0,7,514,158,13.1795,464,158,11.8974,50,25,1.28205,367,53.9778,"false"
46,5,0,9,355,65,7.71739,321,65,6.97826,34,11,0.73913,367,108.363,"false"
12,2,0,4,117,43,9.75,230,105,19.1667,-113,7,-9.41667,191.714,38.3492,"true"
63,7,0,8,1269,287,20.1429,1232,287,19.5556,37,24,0.587302,367,48.3928,"false"
9,2,0,3,388,267,43.1111,20,11,2.22222,368,256,40.8889,126,23.0066,"false"
48,5,0,8,928,293,19.3333,639,293,13.3125,289,68,6.02083,367,81.3798,"false"
40,4,0,7,326,134,8.15,323,134,8.075,3,14,0.075,367,65.1613,"false"
18,3,0,5,64,25,3.55556,51,25,2.83333,13,6,0.722222,367,93.6473,"false"
69,5,0,7,2270,728,32.8986,2019,728,29.2609,251,98,3.63768,367,56.1678,"false"
40,13,0,7,501,174,12.525,295,174,7.375,206,74,5.15,333.143,72.5264,"false"
35,12,0,7,297,92,8.48571,117,18,3.34286,180,74,5.14286,321,91.5094,"false"
34,6,0,6,203,54,5.97059,225,54,6.61765,-22,4,-0.647059,367,69.1696,"false"
62,7,0,9,711,106,11.4677,516,117,8.32258,195,28,3.14516,367,133.266,"false"
233,26,0,11,10114,619,43.4077,8989,619,38.5794,1125,300,4.82833,367,71.8777,"true"
24,3,0,6,146,65,6.08333,150,65,6.25,-4,4,-0.166667,367,65.5724,"false"
22,9,0,4,584,155,26.5455,365,102,16.5909,219,53,9.95454,173.429,40.4474,"false"
15,5,0,3,182,53,12.1333,92,54,6.13333,90,52,6,169.571,34.5275,"true"
90,6,0,9,2364,335,26.2667,1422,335,15.8,942,149,10.4667,367,140.613,"false"
59,16,0,8,821,243,13.9153,531,243,9,290,170,4.91525,333.143,78.58,"false"
26,4,0,4,197,69,7.57692,198,69,7.61538,-1,9,-0.0384615,367,35.0812,"false"
6,5,0,2,74,50,12.3333,30,16,5,44,34,7.33333,122.714,56.0985,"false"
122,7,0,8,4457,1312,36.5328,4192,1312,34.3607,265,357,2.17213,367,59.2385,"true"
184,8,0,10,4159,756,22.6033,2077,203,11.288,2082,756,11.3152,230.857,48.756,"true"
15,4,0,6,57,20,3.8,43,14,2.86667,14,8,0.933333,325.143,71.1905,"false"
23,6,0,5,225,83,9.78261,221,83,9.6087,4,6,0.173913,367,79.4641,"false"
29,3,0,4,581,232,20.0345,595,232,20.5172,-14,5,-0.482759,367,33.3142,"false"
3,1,0,2,5,4,1.66667,2,1,0.666667,3,3,1,118.857,59.0571,"false"
80,31,0,7,1561,247,19.5125,924,145,11.55,637,223,7.9625,318.143,122.75,"false"
7,3,0,3,33,17,4.71429,32,17,4.57143,1,1,0.142857,191.714,7.50216,"true"
52,7,0,6,1072,316,20.6154,1049,316,20.1731,23,17,0.442308,367,70.7504,"false"
11,5,0,6,80,31,7.27273,76,31,6.90909,4,4,0.363636,220.143,30.9089,"false"
39,15,0,7,701,321,17.9744,460,321,11.7949,241,100,6.17949,333.143,63.1528,"false"
30,9,0,7,201,76,6.7,115,76,3.83333,86,37,2.86667,333.143,72.9204,"false"
156,16,0,7,3080,677,19.7436,2705,677,17.3397,375,128,2.40385,367,86.1558,"true"
5,2,0,2,23,9,4.6,3,2,0.6,20,9,4,168.857,34.4472,"false"
37,5,0,6,270,69,7.2973,243,69,6.56757,27,10,0.72973,367,66.9688,"false"
27,9,0,7,265,104,9.81481,149,104,5.51852,116,53,4.2963,333.143,73.7757,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,14.7143,0,"false"
11,1,0,5,20,6,1.81818,15,6,1.36364,5,2,0.454545,264.857,58.1571,"false"
1,1,0,1,0,0,0,0,0,0,0,0,0,74.5714,0,"false"
23,4,0,5,198,57,8.6087,146,29,6.34783,52,50,2.26087,140.571,38.2857,"false"
126,16,0,10,2188,397,17.3651,2009,397,15.9444,179,53,1.42063,367,67.7641,"false"
26,7,0,5,57,10,2.19231,24,8,0.923077,33,10,1.26923,166.571,55.2957,"true"
42,8,0,7,334,103,7.95238,278,103,6.61905,56,18,1.33333,367,97.4341,"false"
4,0,0,1,25,16,6.25,3,3,0.75,22,13,5.5,140.143,1.84571,"false"
18,6,0,6,106,42,5.88889,79,42,4.38889,27,10,1.5,347.857,80.6752,"false"
16,3,0,5,110,59,6.875,86,45,5.375,24,54,1.5,127.714,16.3779,"false"
15,9,0,3,64,28,4.26667,61,25,4.06667,3,26,0.2,123.571,53.0201,"false"
24,3,0,7,71,11,2.95833,71,14,2.95833,0,7,0,261.571,27.662,"false"
4,2,0,3,54,26,13.5,18,8,4.5,36,18,9,127,35.6984,"true"
3,1,0,2,11,6,3.66667,9,6,3,2,2,0.666667,12.5714,3.24675,"false"
10,3,0,4,42,20,4.2,51,32,5.1,-9,1,-0.9,245.571,18.2007,"false"
55,4,0,7,792,127,14.4,845,170,15.3636,-53,124,-0.963636,258.143,62.4695,"true"
12,8,0,3,238,73,19.8333,83,26,6.91667,155,57,12.9167,65.7143,24.8962,"false"
156,13,0,7,3003,501,19.25,2591,474,16.609,412,72,2.64103,367,168.204,"true"
53,5,0,6,588,183,11.0943,550,183,10.3774,38,34,0.716981,367,73.7826,"true"
368,22,0,11,11891,1854,32.3125,9805,1854,26.644,2086,271,5.66848,367,85.7021,"true"
71,19,0,8,2297,522,32.3521,1677,522,23.6197,620,348,8.73239,333.143,85.3538,"false"
80,20,0,7,14750,3120,184.375,16495,3120,206.188,-1745,531,-21.8125,367,81.4591,"true"
56,13,0,7,904,218,16.1429,474,218,8.46429,430,132,7.67857,333.143,87.7539,"false"
4,1,0,3,103,54,25.75,1,1,0.25,102,54,25.5,164.714,18.6144,"false"
4,4,0,2,6,4,1.5,6,4,1.5,0,0,0,194,41.1429,"false"
27,4,0,5,700,202,25.9259,725,216,26.8519,-25,17,-0.925926,367,46.851,"true"
8,3,0,4,28,7,3.5,18,5,2.25,10,6,1.25,175,34.148,"false"
29,5,0,7,209,48,7.2069,245,79,8.44828,-36,36,-1.24138,222.857,47.7457,"false"
4,0,0,1,58,21,14.5,6,3,1.5,52,19,13,14.7143,7.29557,"true"
42,8,0,7,319,45,7.59524,213,38,5.07143,106,37,2.52381,367,94.7886,"false"
33,8,0,5,956,256,28.9697,112,13,3.39394,844,256,25.5758,226,2.54752,"false"
2,0,0,2,8,8,4,3,3,1.5,5,5,2.5,10.7143,6.71429,"false"
4,2,0,2,2,1,0.5,2,1,0.5,0,0,0,135,22.1429,"false"
6,3,0,3,8,4,1.33333,8,4,1.33333,0,0,0,245.857,73.4821,"false"
2,0,0,1,12,12,6,1,1,0.5,11,11,5.5,14.7143,9.57143,"false"
7,1,0,3,223,114,31.8571,10,7,1.42857,213,114,30.4286,164.714,21.5868,"false"
3,1,0,2,3,2,1,2,1,0.666667,1,1,0.333333,49.8571,19.1429,"true"
19,3,0,5,76,25,4,51,25,2.68421,25,12,1.31579,367,118.041,"false"
20,5,0,6,112,50,5.6,90,50,4.5,22,10,1.1,347.857,63.8724,"false"
39,7,0,9,1312,242,33.641,812,258,20.8205,500,201,12.8205,288.143,28.4435,"true"
52,4,0,6,909,426,17.4808,936,426,18,-27,7,-0.519231,367,50.9054,"false"
29,5,0,6,365,100,12.5862,343,100,11.8276,22,50,0.758621,367,113.877,"false"
19,5,0,5,166,47,8.73684,146,39,7.68421,20,18,1.05263,322.714,84.0189,"false"
2,0,0,1,14,14,7,0,0,0,14,14,7,9.14286,1.28571,"false"
32,4,0,6,637,155,19.9063,629,155,19.6563,8,9,0.25,367,74.9404,"false"
21,4,0,5,144,23,6.85714,58,17,2.7619,86,23,4.09524,227.571,35.755,"true"
84,9,0,8,1426,437,16.9762,1057,437,12.5833,369,117,4.39286,367,96.8127,"false"
81,7,0,8,1723,380,21.2716,1509,182,18.6296,214,322,2.64198,367,120.512,"true"
77,6,0,7,1332,403,17.2987,1218,403,15.8182,114,81,1.48052,367,45.2638,"false"
24,3,0,4,337,85,14.0417,301,85,12.5417,36,27,1.5,367,50.1865,"true"
113,9,0,9,1169,162,10.3451,993,185,8.78761,176,31,1.55752,367,126.459,"false"
114,3,0,9,1591,198,13.9561,857,111,7.51754,734,198,6.4386,230.857,63.5575,"true"
9,5,0,4,28,9,3.11111,12,4,1.33333,16,9,1.77778,228.143,23.5714,"false"
26,11,0,8,243,129,9.34615,58,15,2.23077,185,114,7.11538,246.571,187.309,"false"
18,4,0,4,119,31,6.61111,123,31,6.83333,-4,5,-0.222222,367,67.4886,"false"
26,6,0,5,160,54,6.15385,138,54,5.30769,22,12,0.846154,367,99.8339,"false"
7,2,0,3,740,381,105.714,16,9,2.28571,724,381,103.429,164.714,20.6807,"false"
16,2,0,8,226,46,14.125,80,18,5,146,33,9.125,220.143,40.9937,"false"
4,2,0,1,9,6,2.25,19,7,4.75,-10,0,-2.5,9.14286,1.28571,"false"
38,5,0,7,283,116,7.44737,276,116,7.26316,7,8,0.184211,367,62.9692,"false"
15,5,0,7,71,20,4.73333,451,193,30.0667,-380,0,-25.3333,220.143,34.5775,"false"
9,4,0,5,15,5,1.66667,13,5,1.44444,2,1,0.222222,316.714,105.933,"false"
2,0,0,1,51,51,25.5,29,29,14.5,22,22,11,9.57143,3.57143,"true"
40,3,0,7,843,117,21.075,378,79,9.45,465,75,11.625,236,35.1466,"false"
5,1,0,4,23,7,4.6,12,4,2.4,11,7,2.2,179.857,14.205,"false"
92,10,0,9,4436,799,48.2174,1611,370,17.5109,2825,799,30.7065,228.429,78.6207,"false"
3,0,0,1,20,12,6.66667,47,47,15.6667,-27,12,-9,66.7143,0,"false"
49,6,0,6,506,137,10.3265,498,137,10.1633,8,13,0.163265,367,51.083,"true"
6,3,0,3,142,68,23.6667,6,4,1,136,68,22.6667,222.857,10.6881,"false"
35,6,0,6,178,54,5.08571,197,54,5.62857,-19,9,-0.542857,367,61.1862,"false"
80,11,0,7,1549,505,19.3625,1280,505,16,269,138,3.3625,367,96.6581,"false"
22,4,0,5,137,56,6.22727,125,56,5.68182,12,5,0.545455,367,74.6257,"false"
19,4,0,5,243,60,12.7895,50,21,2.63158,193,60,10.1579,219.857,136.486,"false"
17,3,0,4,106,23,6.23529,24,6,1.41176,82,23,4.82353,227.571,9.22237,"false"
38,4,0,5,276,77,7.26316,237,77,6.23684,39,15,1.02632,367,99.7935,"false"
91,9,0,9,4093,543,44.978,2902,552,31.8901,1191,329,13.0879,367,145.419,"false"
30,4,0,4,187,54,6.23333,179,54,5.96667,8,4,0.266667,367,38.0183,"false"
38,3,0,8,436,124,11.4737,248,50,6.52632,188,106,4.94737,248.571,71.0465,"true"
47,7,0,7,622,205,13.234,535,205,11.383,87,59,1.85106,367,83.5916,"false"
4,2,0,3,4,3,1,4,3,1,0,0,0,133.143,18.7857,"false"
4,3,0,2,6,4,1.5,6,4,1.5,0,0,0,198.143,45.2857,"false"
79,9,0,8,1117,282,14.1392,963,282,12.1899,154,52,1.94937,367,104.602,"true"
35,7,0,6,812,197,23.2,141,20,4.02857,671,197,19.1714,226,4.71024,"false"
17,3,0,4,106,23,6.23529,24,6,1.41176,82,23,4.82353,227.571,9.22237,"false"
39,5,0,7,247,63,6.33333,140,63,3.58974,107,33,2.74359,367,119.432,"false"
37,14,0,7,513,235,13.8649,322,235,8.7027,191,83,5.16216,333.143,65.5792,"false"
31,5,0,7,149,28,4.80645,153,28,4.93548,-4,14,-0.129032,334.571,64.9636,"false"
6,3,0,3,108,51,18,6,4,1,102,51,17,222.571,11.3611,"false"
38,13,0,7,526,195,13.8421,315,195,8.28947,211,91,5.55263,333.143,71.5997,"false"
18,7,0,7,271,100,15.0556,132,100,7.33333,139,60,7.72222,333.143,52.3927,"false"
12,4,0,5,100,44,8.33333,12,4,1,88,44,7.33333,218.857,13.0314,"false"
15,7,1,5,122,42,8.13333,35,12,2.33333,87,42,5.8,222.714,28.4005,"false"
25,6,0,4,298,84,11.92,271,84,10.84,27,27,1.08,367,104.058,"false"
79,7,0,7,902,235,11.4177,844,235,10.6835,58,57,0.734177,367,68.5146,"false"
111,57,0,7,6733,874,60.6577,4555,882,41.036,2178,446,19.6216,246.571,23.6463,"true"
1,0,0,1,0,0,0,0,0,0,0,0,0,105,0,"true"
17,4,0,4,79,32,4.64706,77,32,4.52941,2,5,0.117647,367,54.3436,"false"
20,2,0,7,147,40,7.35,112,29,5.6,35,14,1.75,236,15.5666,"false"
36,8,0,6,336,136,9.33333,236,136,6.55556,100,26,2.77778,333.143,50.3992,"false"
59,8,0,7,611,103,10.3559,655,108,11.1017,-44,42,-0.745763,367,82.8071,"false"
46,12,0,8,785,183,17.0652,377,183,8.19565,408,121,8.86956,333.143,85.287,"false"
29,4,0,5,160,60,5.51724,145,60,5,15,8,0.517241,367,54.5152,"false"
39,3,0,8,169,49,4.33333,151,49,3.87179,18,8,0.461538,367,68.6407,"false"
155,33,0,12,3557,272,22.9484,2821,285,18.2,736,156,4.74839,333.143,123.398,"false"
25,4,0,4,259,106,10.36,270,109,10.8,-11,7,-0.44,367,36.6702,"false"
24,5,0,4,160,67,6.66667,167,67,6.95833,-7,6,-0.291667,367,69.8107,"false"
17,4,0,5,112,48,6.58824,120,48,7.05882,-8,4,-0.470588,367,51.7564,"false"
21,5,0,5,161,72,7.66667,178,72,8.47619,-17,5,-0.809524,367,58.4667,"false"
118,13,0,9,2331,412,19.7542,1959,412,16.6017,372,128,3.15254,367,80.3105,"false"
32,5,0,5,256,81,8,253,81,7.90625,3,22,0.09375,367,132.693,"false"
32,5,0,5,183,57,5.71875,150,57,4.6875,33,19,1.03125,367,90.2795,"false"
11,4,0,4,52,12,4.72727,40,9,3.63636,12,6,1.09091,322.714,29.8517,"false"
150,14,0,9,3997,567,26.6467,3783,567,25.22,214,114,1.42667,367,141.094,"true"
73,5,0,7,777,178,10.6438,674,178,9.23288,103,41,1.41096,367,73.5067,"false"
47,6,0,7,515,168,10.9574,429,168,9.12766,86,60,1.82979,367,100.545,"false"
22,6,0,4,506,120,23,625,208,28.4091,-119,12,-5.40909,217,133.701,"false"
48,6,0,7,1007,298,20.9792,963,298,20.0625,44,51,0.916667,367,87.8779,"false"
46,7,0,9,293,35,6.36956,206,17,4.47826,87,35,1.8913,239.143,65.4832,"false"
68,16,0,8,1930,237,28.3824,1503,237,22.1029,427,134,6.27941,367,129.777,"false"
709,69,0,15,38598,2955,54.4401,34292,2942,48.3667,4306,336,6.07334,367,100.595,"true"
30,7,0,8,221,85,7.36667,211,67,7.03333,10,19,0.333333,322.714,90.1467,"true"
14,4,0,4,101,50,7.21429,100,50,7.14286,1,5,0.0714286,367,52.8416,"false"
41,4,0,7,960,285,23.4146,1208,297,29.4634,-248,7,-6.04878,367,64.3007,"false"
23,8,0,5,177,63,7.69565,41,7,1.78261,136,62,5.91304,229.714,15.9927,"false"
9,1,0,3,28,8,3.11111,19,6,2.11111,9,2,1,169.571,35.3418,"false"
45,11,0,7,337,78,7.48889,213,78,4.73333,124,35,2.75556,367,122.181,"true"
35,8,0,9,383,96,10.9429,300,68,8.57143,83,28,2.37143,228.143,27.0653,"true"
48,6,0,7,900,257,18.75,407,47,8.47917,493,223,10.2708,229,47.8178,"true"
41,17,1,8,485,75,11.8293,120,43,2.92683,365,75,8.90244,222.714,71.7756,"false"
46,9,0,5,5807,1581,126.239,6763,2499,147.022,-956,147,-20.7826,367,76.9932,"false"
46,15,0,8,830,189,18.0435,431,189,9.36956,399,91,8.67391,333.143,99.3661,"false"
4,1,0,2,80,40,20,22,11,5.5,58,29,14.5,150.714,17.9286,"false"
104,11,0,7,1487,369,14.2981,1299,369,12.4904,188,39,1.80769,367,86.1225,"false"
33,6,0,6,192,67,5.81818,180,67,5.45455,12,9,0.363636,367,72.7991,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,87.1429,0,"false"
198,13,0,9,3617,488,18.2677,3066,488,15.4848,551,100,2.78283,367,105.595,"true"
51,7,0,6,633,170,12.4118,580,170,11.3725,53,48,1.03922,367,123.074,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,14.7143,0,"false"
31,7,0,6,334,147,10.7742,361,164,11.6452,-27,6,-0.870968,367,53.4363,"false"
520,132,0,12,65571,7452,126.098,59724,7452,114.854,5847,2768,11.2442,367,96.248,"true"
74,9,0,10,1263,547,17.0676,961,547,12.9865,302,46,4.08108,329,59.7003,"true"
40,4,0,8,441,204,11.025,440,204,11,1,10,0.025,367,50.6838,"false"
52,12,0,9,741,156,14.25,356,156,6.84615,385,94,7.40385,333.143,96.2851,"false"
57,13,0,6,854,168,14.9825,614,100,10.7719,240,167,4.21053,367,138.317,"true"
32,7,0,7,237,33,7.40625,190,41,5.9375,47,28,1.46875,291,81.135,"false"
18,4,0,4,93,33,5.16667,85,33,4.72222,8,9,0.444444,367,55.9708,"false"
56,7,0,7,1082,225,19.3214,889,225,15.875,193,109,3.44643,367,50.3331,"false"
10,0,0,2,223,73,22.3,254,97,25.4,-31,29,-3.1,89,2.20756,"false"
25,3,0,7,244,83,9.76,216,83,8.64,28,38,1.12,367,96.5269,"false"
39,6,0,5,302,73,7.74359,312,73,8,-10,13,-0.25641,367,61.6485,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,21.1429,0,"false"
106,5,0,7,2472,179,23.3208,1233,137,11.6321,1239,123,11.6887,204.714,78.6175,"true"
2,0,0,1,11,11,5.5,3,3,1.5,8,8,4,126,0.142857,"false"
17,2,0,7,99,22,5.82353,62,14,3.64706,37,14,2.17647,217,62.5815,"true"
88,29,0,10,1783,180,20.2614,1339,161,15.2159,444,160,5.04545,261.571,109.425,"false"
32,6,0,6,643,183,20.0938,92,12,2.875,551,183,17.2187,226,5.70384,"false"
26,4,0,4,136,55,5.23077,136,55,5.23077,0,6,0,367,48.9181,"false"
25,6,0,5,153,36,6.12,71,13,2.84,82,23,3.28,217,64.2838,"false"
81,8,0,9,7934,1737,97.9506,7679,1737,94.8025,255,339,3.14815,367,118.127,"false"
26,5,0,9,130,37,5,96,37,3.69231,34,14,1.30769,329,71.4352,"false"
11,3,0,4,34,7,3.09091,24,5,2.18182,10,6,0.909091,175,34.1513,"false"
13,2,0,4,52,18,4,56,31,4.30769,-4,12,-0.307692,261.571,48.4698,"false"
9,5,0,4,12,4,1.33333,11,4,1.22222,1,1,0.111111,224.857,76.9405,"false"
36,5,0,6,670,83,18.6111,337,71,9.36111,333,82,9.25,354.571,80.5139,"false"
99,5,0,8,1946,315,19.6566,856,116,8.64646,1090,315,11.0101,220.714,49.8048,"true"
55,8,0,7,671,184,12.2,668,184,12.1455,3,22,0.0545455,367,69.3709,"false"
2,0,0,1,0,0,0,0,0,0,0,0,0,133.571,0,"true"
35,8,0,6,957,285,27.3429,276,86,7.88571,681,285,19.4571,239.571,12.1797,"false"
17,4,0,5,478,226,28.1176,487,226,28.6471,-9,9,-0.529412,367,41.4441,"false"
450,12,0,12,25117,1261,55.8156,21204,1261,47.12,3913,429,8.69556,367,96.5124,"true"
31,19,0,6,515,95,16.6129,374,92,12.0645,141,41,4.54839,193,33.0488,"false"
8,1,0,4,13,6,1.625,10,6,1.25,3,2,0.375,264.857,70.2308,"false"
9,1,0,3,17,10,1.88889,15,5,1.66667,2,5,0.222222,131.857,15.4958,"false"
74,7,0,9,423,44,5.71622,352,50,4.75676,71,17,0.959459,325,119.241,"false"
36,4,0,4,374,76,10.3889,376,76,10.4444,-2,13,-0.0555556,367,70.9236,"false"
479,70,2,12,22297,2482,46.5491,16639,2576,34.737,5658,459,11.8121,367,129.576,"true"
12,4,0,7,26,5,2.16667,15,4,1.25,11,5,0.916667,282,90.3571,"false"
239,14,0,12,13423,873,56.1632,12995,896,54.3724,428,103,1.79079,367,54.9122,"true"
21,5,0,6,344,131,16.381,560,154,26.6667,-216,9,-10.2857,367,52.1578,"false"
35,9,0,6,253,66,7.22857,236,66,6.74286,17,9,0.485714,367,99.738,"false"
6,2,0,3,39,36,6.5,37,34,6.16667,2,2,0.333333,140.143,15.2344,"false"
172,70,0,8,6871,959,39.9477,3179,425,18.4826,3692,836,21.4651,264.857,166.729,"true"
22,4,0,6,282,92,12.8182,305,92,13.8636,-23,4,-1.04545,367,48.0942,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,14.7143,0,"false"
39,4,0,9,544,138,13.9487,270,59,6.92308,274,89,7.02564,236,29.5176,"false"
18,3,0,5,64,25,3.55556,51,25,2.83333,13,6,0.722222,367,93.6473,"false"
2,0,0,1,58,58,29,16,16,8,42,42,21,20.5714,14.7143,"false"
9,4,0,3,28,9,3.11111,29,10,3.22222,-1,0,-0.111111,322.714,52.8061,"false"
31,3,0,6,637,155,20.5484,629,155,20.2903,8,9,0.258065,367,74.9388,"false"
46,5,0,7,480,224,10.4348,826,320,17.9565,-346,16,-7.52174,279.571,48.9,"false"
63,5,0,9,926,258,14.6984,829,302,13.1587,97,35,1.53968,367,97.8383,"false"
171,14,0,10,6363,924,37.2105,5607,935,32.7895,756,156,4.42105,367,124.878,"true"
30,4,0,5,328,143,10.9333,321,143,10.7,7,15,0.233333,367,39.4787,"false"
15,4,0,5,203,74,13.5333,53,19,3.53333,150,74,10,207.143,10.4215,"false"
34,2,0,7,243,47,7.14706,245,51,7.20588,-2,19,-0.0588235,243,26.6238,"false"
217,57,0,9,26252,5690,120.977,25827,5690,119.018,425,328,1.95853,367,93.3903,"true"
51,13,0,8,765,349,15,572,349,11.2157,193,61,3.78431,333.143,44.4293,"true"
21,4,0,5,293,73,13.9524,151,38,7.19048,142,46,6.7619,281.143,34.8649,"false"
29,20,0,3,2876,1767,99.1724,4032,2292,139.034,-1156,428,-39.8621,126.571,59.8261,"true"
35,16,0,6,209,27,5.97143,195,39,5.57143,14,14,0.4,264.857,46.8776,"false"
30,4,0,4,168,30,5.6,165,30,5.5,3,9,0.1,367,47.159,"false"
54,6,0,8,373,95,6.90741,550,95,10.1852,-177,13,-3.27778,367,85.2539,"false"
12,2,0,3,36,7,3,10,4,0.833333,26,7,2.16667,105,69.9286,"false"
9,3,0,4,32,11,3.55556,26,6,2.88889,6,6,0.666667,244.714,25.2679,"false"
14,4,0,5,18,4,1.28571,18,4,1.28571,0,0,0,238.429,45.8175,"false"
15,4,0,5,297,131,19.8,31,12,2.06667,266,131,17.7333,218.857,13.0702,"false"
21,3,0,4,192,37,9.14286,52,11,2.47619,140,36,6.66667,227.571,10.9219,"false"
14,5,0,6,19,4,1.35714,40,23,2.85714,-21,1,-1.5,236.143,101.602,"false"
10,3,0,6,152,67,15.2,14,4,1.4,138,67,13.8,240.857,5.47462,"false"
2,0,0,1,9,9,4.5,0,0,0,9,9,4.5,14.7143,9.57143,"false"
16,5,0,5,55,9,3.4375,51,9,3.1875,4,4,0.25,322.714,65.8883,"false"
16,3,0,7,151,39,9.4375,174,99,10.875,-23,39,-1.4375,193.571,30.017,"false"
44,6,0,7,326,98,7.40909,306,98,6.95455,20,11,0.454545,367,76.8418,"false"
41,6,0,6,275,107,6.70732,318,107,7.7561,-43,24,-1.04878,367,54.6197,"false"
3,0,0,3,1,1,0.333333,1,1,0.333333,0,0,0,162.571,0,"false"
38,14,0,7,536,253,14.1053,345,253,9.07895,191,83,5.02632,333.143,63.662,"false"
15,4,0,5,138,90,9.2,31,5,2.06667,107,86,7.13333,262,46.558,"false"
56,6,0,9,1654,573,29.5357,2240,731,40,-586,14,-10.4643,367,68.7153,"false"
21,4,0,7,409,125,19.4762,49,9,2.33333,360,125,17.1429,226,9.16242,"false"
2,1,0,2,4,4,2,4,4,2,0,0,0,173,0.142857,"false"
1,1,0,1,0,0,0,0,0,0,0,0,0,60.5714,0,"false"
18,4,0,7,119,24,6.61111,40,10,2.22222,79,24,4.38889,295.143,92.9208,"false"
41,13,0,7,631,227,15.3902,379,227,9.2439,252,90,6.14634,333.143,70.4743,"false"
48,6,0,8,490,54,10.2083,539,74,11.2292,-49,52,-1.02083,329.143,136.203,"true"
93,9,0,9,1212,205,13.0323,1158,205,12.4516,54,18,0.580645,367,109.407,"false"
11,3,0,5,43,27,3.90909,44,30,4,-1,1,-0.0909091,245.857,91.814,"false"
116,17,0,7,3119,686,26.8879,2283,686,19.681,836,190,7.2069,367,86.6224,"true"
9,4,0,3,20,4,2.22222,16,4,1.77778,4,2,0.444444,229.714,26.3143,"false"
30,8,0,7,231,120,7.7,312,120,10.4,-81,8,-2.7,343,53.3006,"true"
6,0,0,1,46,17,7.66667,3,3,0.5,43,14,7.16667,140.143,4.21429,"false"
38,4,0,6,346,68,9.10526,237,54,6.23684,109,59,2.86842,324.571,163.814,"true"
31,4,0,7,242,95,7.80645,238,95,7.67742,4,9,0.129032,367,53.6429,"false"
8,3,0,4,29,7,3.625,18,5,2.25,11,7,1.375,175,35.0394,"false"
60,4,0,7,864,247,14.4,586,247,9.76667,278,48,4.63333,367,100.701,"false"
167,30,0,9,9461,891,56.6527,8615,891,51.5868,846,184,5.06587,367,49.3227,"true"
15,6,0,4,240,204,16,238,204,15.8667,2,3,0.133333,322.714,12.6012,"true"
