"numberOfVersionsUntil.","numberOfFixesUntil.","numberOfRefactoringsUntil.","numberOfAuthorsUntil.","linesAddedUntil.","maxLinesAddedUntil.","avgLinesAddedUntil.","linesRemovedUntil.","maxLinesRemovedUntil.","avgLinesRemovedUntil.","codeChurnUntil.","maxCodeChurnUntil.","avgCodeChurnUntil.","ageWithRespectTo.","weightedAgeWithRespectTo.","bugs"
2,0,0,2,7,7,3.5,7,7,3.5,0,0,0,106,69.8571,"true"
2,0,0,2,21,21,10.5,25,25,12.5,-4,0,-2,70.2857,36.1429,"false"
32,1,1,7,188,34,5.875,250,115,7.8125,-62,34,-1.9375,227.429,100.904,"false"
4,1,1,3,16,10,4,9,8,2.25,7,10,1.75,150.429,52.0982,"false"
7,0,0,4,21,10,3,17,10,2.42857,4,10,0.571429,227.429,26.0408,"false"
15,0,0,6,107,31,7.13333,112,49,7.46667,-5,15,-0.333333,227.429,112.838,"true"
6,1,0,6,34,13,5.66667,26,19,4.33333,8,10,1.33333,304.429,157.155,"false"
11,1,0,6,70,26,6.36364,74,27,6.72727,-4,4,-0.363636,335.286,150.545,"false"
3,0,1,2,36,32,12,63,61,21,-27,2,-9,95.5714,57.8571,"false"
6,0,0,3,31,17,5.16667,89,55,14.8333,-58,6,-9.66667,111,13.4332,"false"
7,0,0,3,315,138,45,30,25,4.28571,285,138,40.7143,61.1429,3.50794,"false"
16,0,0,6,374,149,23.375,273,98,17.0625,101,139,6.3125,186.714,57.0699,"false"
7,2,1,3,102,47,14.5714,38,25,5.42857,64,45,9.14286,128.857,52.2003,"false"
5,2,1,2,4,1,0.8,4,1,0.8,0,0,0,152,12.6429,"false"
15,0,0,5,328,116,21.8667,311,148,20.7333,17,34,1.13333,104.857,28.5192,"false"
6,1,1,3,16,10,2.66667,5,2,0.833333,11,10,1.83333,150.429,26.9732,"false"
3,0,0,2,17,10,5.66667,9,9,3,8,10,2.66667,110.143,57.3445,"false"
11,0,0,4,71,25,6.45455,29,12,2.63636,42,24,3.81818,188,22.0523,"false"
10,0,0,3,126,67,12.6,65,28,6.5,61,59,6.1,105,28.3016,"false"
5,1,0,3,20,15,4,16,13,3.2,4,2,0.8,151.143,92.4929,"false"
19,1,0,8,123,35,6.47368,69,13,3.63158,54,23,2.84211,302.571,139.639,"false"
3,0,1,2,33,29,11,50,48,16.6667,-17,2,-5.66667,95.5714,57.7922,"false"
5,0,0,1,24,13,4.8,24,15,4.8,0,4,0,45.2857,5.90476,"false"
15,1,0,8,113,36,7.53333,103,51,6.86667,10,11,0.666667,335.286,89.7939,"true"
2,0,0,2,4,4,2,6,6,3,-2,0,-1,99.2857,65.1429,"false"
5,0,0,4,7,4,1.4,11,4,2.2,-4,0,-0.8,188.429,56.449,"false"
10,0,0,2,163,105,16.3,162,105,16.2,1,105,0.1,59.2857,0.366345,"false"
5,0,0,2,204,132,40.8,74,55,14.8,130,130,26,49.4286,16.348,"false"
6,0,0,2,76,43,12.6667,64,32,10.6667,12,13,2,99.2857,35.2387,"false"
14,0,0,5,994,407,71,114,65,8.14286,880,407,62.8571,151.143,16.6904,"false"
11,0,2,2,350,147,31.8182,188,133,17.0909,162,140,14.7273,39.5714,9.83918,"false"
12,0,0,4,261,70,21.75,38,21,3.16667,223,70,18.5833,151.143,43.1483,"false"
19,0,0,5,182,41,9.57895,158,69,8.31579,24,25,1.26316,272.857,86.0306,"true"
24,0,0,4,327,111,13.625,314,194,13.0833,13,84,0.541667,201.286,47.5806,"false"
5,0,0,3,44,22,8.8,17,11,3.4,27,17,5.4,117.429,36.8799,"false"
24,2,0,7,149,75,6.20833,139,55,5.79167,10,20,0.416667,335.286,109.177,"true"
2,0,0,2,4,4,2,7,7,3.5,-3,0,-1.5,148.429,114.286,"false"
12,0,0,7,75,23,6.25,55,23,4.58333,20,23,1.66667,226.857,109.756,"false"
6,0,1,3,79,50,13.1667,90,45,15,-11,5,-1.83333,108.143,39.9132,"false"
6,0,4,3,36,14,6,28,23,4.66667,8,10,1.33333,98.2857,36.7937,"false"
10,0,0,2,73,32,7.3,41,17,4.1,32,32,3.2,63.8571,8.82192,"false"
11,1,0,7,91,55,8.27273,65,48,5.90909,26,13,2.36364,335.286,226.597,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,22.7143,0,"false"
8,0,0,1,31,14,3.875,18,6,2.25,13,10,1.625,21,11.1336,"false"
25,1,0,7,197,45,7.88,188,47,7.52,9,24,0.36,335,62.794,"true"
31,0,0,7,215,49,6.93548,135,52,4.35484,80,31,2.58065,227,75.6545,"true"
3,0,0,2,4,4,1.33333,0,0,0,4,4,1.33333,381,0.571429,"false"
16,1,0,7,79,18,4.9375,58,15,3.625,21,17,1.3125,302.571,80.8897,"false"
11,0,0,6,513,229,46.6364,425,239,38.6364,88,87,8,223.857,90.8243,"false"
8,0,0,3,48,10,6,24,9,3,24,10,3,191.143,31.6012,"false"
21,2,0,5,236,86,11.2381,333,141,15.8571,-97,30,-4.61905,134.286,54.7088,"false"
9,0,0,6,37,20,4.11111,37,15,4.11111,0,5,0,225.286,121.344,"false"
16,1,0,7,90,35,5.625,42,7,2.625,48,35,3,335.286,82.0413,"false"
10,0,1,3,203,91,20.3,124,91,12.4,79,73,7.9,132.571,85.5735,"false"
13,0,0,5,143,83,11,66,40,5.07692,77,69,5.92308,118.143,15.3197,"false"
49,2,0,8,1106,220,22.5714,898,205,18.3265,208,129,4.2449,328.143,139.893,"true"
4,0,1,2,6,3,1.5,11,7,2.75,-5,0,-1.25,108.143,51.619,"false"
15,2,0,7,79,39,5.26667,84,28,5.6,-5,11,-0.333333,335.286,61.7107,"false"
5,0,0,1,36,21,7.2,27,19,5.4,9,6,1.8,49.4286,12.4167,"false"
28,1,0,6,462,268,16.5,156,44,5.57143,306,224,10.9286,188.429,20.7536,"false"
10,0,0,3,276,116,27.6,30,25,3,246,116,24.6,92.8571,7.2707,"true"
17,0,0,6,122,30,7.17647,72,27,4.23529,50,11,2.94118,239,113.299,"false"
3,0,1,3,4,3,1.33333,5,4,1.66667,-1,0,-0.333333,95.5714,51.3571,"false"
29,2,0,7,337,117,11.6207,247,78,8.51724,90,78,3.10345,227.429,117.679,"false"
2,0,0,2,3,3,1.5,6,6,3,-3,0,-1.5,49,14.8571,"false"
7,1,0,3,330,147,47.1429,24,19,3.42857,306,147,43.7143,151.143,8.41169,"false"
2,0,0,1,6,6,3,8,8,4,-2,0,-1,83.8571,49.7143,"false"
6,2,1,3,25,10,4.16667,22,10,3.66667,3,10,0.5,130.857,48.68,"false"
5,0,0,4,24,10,4.8,18,10,3.6,6,10,1.2,188.143,59,"false"
2,0,1,2,26,26,13,32,32,16,-6,0,-3,108.143,74,"false"
19,0,0,6,231,106,12.1579,148,62,7.78947,83,75,4.36842,263.286,82.7761,"false"
10,1,0,6,25,8,2.5,24,4,2.4,1,4,0.1,335.286,118.171,"true"
19,0,0,4,740,221,38.9474,191,65,10.0526,549,221,28.8947,156.429,42.3033,"false"
5,1,1,3,33,29,6.6,49,44,9.8,-16,0,-3.2,95.5714,54.5758,"false"
26,3,2,3,617,168,23.7308,653,263,25.1154,-36,52,-1.38462,132.571,73.066,"false"
27,0,0,4,82,15,3.03704,123,61,4.55556,-41,15,-1.51852,178.714,117.416,"true"
2,0,0,1,7,7,3.5,0,0,0,7,7,3.5,33.4286,1.28571,"false"
9,1,0,6,34,10,3.77778,33,16,3.66667,1,10,0.111111,300.571,72.8992,"false"
11,1,0,5,460,146,41.8182,36,24,3.27273,424,146,38.5455,151.143,29.0764,"false"
5,0,0,3,12,6,2.4,17,14,3.4,-5,6,-1,183.857,37.7857,"false"
15,0,0,5,94,26,6.26667,68,18,4.53333,26,20,1.73333,201.286,73.2188,"false"
6,0,0,4,49,21,8.16667,29,17,4.83333,20,19,3.33333,144.857,86.6939,"true"
8,0,0,3,37,11,4.625,22,5,2.75,15,10,1.875,205.571,76.6988,"false"
4,0,0,2,148,117,37,71,37,17.75,77,84,19.25,84.8571,11.1988,"false"
11,1,0,7,51,12,4.63636,36,12,3.27273,15,8,1.36364,335.286,131.927,"false"
9,0,0,4,24,10,2.66667,111,93,12.3333,-87,10,-9.66667,239,72.0536,"true"
29,2,0,8,224,56,7.72414,181,73,6.24138,43,18,1.48276,227.429,123.196,"false"
25,2,0,6,575,188,23,258,205,10.32,317,181,12.68,143.571,78.0228,"false"
5,1,0,3,60,47,12,56,50,11.2,4,6,0.8,151.143,95.1357,"false"
5,0,0,4,22,10,4.4,12,6,2.4,10,10,2,201.286,52.2467,"false"
11,0,0,4,126,51,11.4545,114,44,10.3636,12,10,1.09091,143.857,29.3878,"false"
12,0,0,5,36,8,3,28,9,2.33333,8,3,0.666667,240.714,88.1389,"false"
18,1,0,7,259,162,14.3889,253,128,14.0556,6,34,0.333333,335.286,75.4093,"false"
39,13,1,4,284,70,7.28205,158,84,4.05128,126,41,3.23077,152.143,45.2912,"false"
7,0,0,2,79,39,11.2857,33,20,4.71429,46,39,6.57143,105.857,40.7523,"false"
2,1,0,2,1,1,0.5,1,1,0.5,0,0,0,59,24.8571,"false"
15,1,0,7,109,35,7.26667,83,29,5.53333,26,8,1.73333,335.286,155.125,"false"
3,0,0,1,15,10,5,6,6,2,9,10,3,90.1429,34.8571,"false"
26,1,0,8,122,16,4.69231,101,24,3.88462,21,14,0.807692,302.571,85.3115,"false"
7,0,0,4,42,18,6,48,22,6.85714,-6,4,-0.857143,111,35.517,"false"
6,0,0,4,23,16,3.83333,20,13,3.33333,3,3,0.5,227.429,148.894,"false"
7,0,0,3,67,20,9.57143,21,13,3,46,19,6.57143,137.143,71.3326,"false"
23,1,0,8,276,45,12,252,47,10.9565,24,32,1.04348,335.286,154.131,"false"
11,0,0,5,44,14,4,52,23,4.72727,-8,14,-0.727273,188.429,93.2013,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,33.4286,0,"false"
13,0,0,5,94,34,7.23077,88,23,6.76923,6,11,0.461538,213.286,30.4088,"false"
7,1,0,6,25,10,3.57143,19,8,2.71429,6,6,0.857143,335.286,167.829,"false"
4,0,0,2,96,46,24,2,2,0.5,94,46,23.5,151.143,5.06548,"false"
11,1,0,6,92,23,8.36364,84,48,7.63636,8,12,0.727273,335.286,144.776,"false"
7,0,0,3,53,18,7.57143,36,24,5.14286,17,18,2.42857,136.286,40.0943,"true"
12,2,0,4,145,37,12.0833,91,34,7.58333,54,26,4.5,130.857,85.5951,"false"
5,0,0,2,119,54,23.8,123,100,24.6,-4,46,-0.8,105.857,47.3061,"false"
6,3,1,3,40,25,6.66667,24,13,4,16,19,2.66667,130.429,11.8607,"false"
9,0,0,2,233,160,25.8889,255,160,28.3333,-22,160,-2.44444,59.2857,0.896383,"false"
5,0,0,3,154,71,30.8,19,12,3.8,135,71,27,61.1429,2.33024,"false"
67,2,1,6,2508,489,37.4328,1324,549,19.7612,1184,423,17.6716,181,52.4617,"false"
7,0,0,4,372,174,53.1429,125,92,17.8571,247,174,35.2857,61.1429,2.46697,"false"
9,0,1,3,118,26,13.1111,72,47,8,46,19,5.11111,83.2857,8.51574,"false"
11,0,0,4,574,223,52.1818,123,95,11.1818,451,223,41,61.1429,5.70508,"false"
5,0,1,4,59,56,11.8,84,81,16.8,-25,0,-5,95.5714,57.2784,"false"
9,1,0,6,188,116,20.8889,177,116,19.6667,11,6,1.22222,362,297.757,"false"
6,1,0,4,60,30,10,40,32,6.66667,20,24,3.33333,150.429,84.6548,"false"
14,1,0,4,156,56,11.1429,136,74,9.71429,20,21,1.42857,137.143,65.6273,"false"
2,0,0,1,8,8,4,14,14,7,-6,0,-3,83.8571,49.7143,"false"
14,1,0,4,327,142,23.3571,174,69,12.4286,153,137,10.9286,144.286,29.5933,"false"
3,0,0,2,13,9,4.33333,23,21,7.66667,-10,2,-3.33333,99.2857,46.1099,"false"
23,0,0,5,3117,1110,135.522,802,376,34.8696,2315,1110,100.652,61.1429,4.58729,"false"
3,0,1,1,14,10,4.66667,4,4,1.33333,10,10,3.33333,45.8571,5.4898,"false"
13,0,1,5,162,53,12.4615,59,40,4.53846,103,53,7.92308,181.143,97.9771,"true"
9,0,0,5,76,25,8.44444,74,26,8.22222,2,22,0.222222,188.429,99.1654,"false"
4,0,0,3,9,6,2.25,14,6,3.5,-5,1,-1.25,183.857,100.286,"false"
7,0,0,3,41,15,5.85714,22,8,3.14286,19,10,2.71429,144,20.1185,"false"
9,0,0,3,104,45,11.5556,24,19,2.66667,80,45,8.88889,154.857,9.81319,"false"
2,0,1,2,3,3,1.5,4,4,2,-1,0,-0.5,95.5714,58.5714,"false"
13,0,0,3,463,293,35.6154,501,293,38.5385,-38,293,-2.92308,59.2857,1.1623,"false"
24,0,0,3,215,27,8.95833,461,279,19.2083,-246,22,-10.25,104.286,20.0897,"false"
38,3,0,5,636,112,16.7368,415,83,10.9211,221,59,5.81579,133.571,33.6534,"false"
34,2,0,8,446,243,13.1176,417,176,12.2647,29,67,0.852941,335.286,160.52,"false"
14,0,0,4,133,35,9.5,118,48,8.42857,15,12,1.07143,194.143,49.3136,"false"
3,0,1,2,13,9,4.33333,18,16,6,-5,2,-1.66667,104.429,48.9231,"true"
3,0,0,2,12,11,4,17,17,5.66667,-5,1,-1.66667,102,61.0238,"false"
9,0,0,2,131,98,14.5556,135,98,15,-4,98,-0.444444,59.2857,0.994547,"false"
8,0,0,4,126,60,15.75,24,13,3,102,60,12.75,92.5714,11.1236,"false"
7,0,0,4,21,10,3,23,16,3.28571,-2,10,-0.285714,227.429,26.0408,"false"
25,1,0,8,297,89,11.88,315,129,12.6,-18,26,-0.72,335.286,162.38,"false"
15,2,0,3,217,61,14.4667,119,65,7.93333,98,52,6.53333,133.571,32.6182,"false"
14,0,0,4,78,13,5.57143,27,13,1.92857,51,12,3.64286,191.143,47.3278,"true"
5,0,0,4,5,2,1,3,2,0.6,2,2,0.4,110.143,29.6857,"false"
25,1,0,7,250,142,10,377,122,15.08,-127,23,-5.08,227.429,56.7046,"false"
20,1,0,8,138,25,6.9,88,14,4.4,50,21,2.5,335.286,155.316,"false"
2,0,0,2,13,13,6.5,16,16,8,-3,0,-1.5,92.2857,58.1429,"false"
3,0,0,1,72,55,24,8,6,2.66667,64,53,21.3333,33.4286,11.8611,"false"
10,0,0,3,129,64,12.9,33,21,3.3,96,64,9.6,154.857,7.37542,"false"
7,1,0,6,20,10,2.85714,17,4,2.42857,3,6,0.428571,335.286,134.5,"false"
7,3,0,6,47,28,6.71429,38,29,5.42857,9,10,1.28571,304.429,192.79,"false"
101,1,0,7,1457,263,14.4257,811,103,8.0297,646,247,6.39604,313.571,150.749,"false"
2,0,0,2,2,2,1,2,2,1,0,0,0,183.857,148,"false"
4,0,0,3,18,9,4.5,48,26,12,-30,0,-7.5,188.429,80.5714,"false"
33,0,1,7,312,65,9.45454,252,80,7.63636,60,26,1.81818,227.429,124.027,"false"
4,0,0,2,13,10,3.25,4,2,1,9,10,2.25,133.429,21.7253,"false"
10,0,0,2,163,51,16.3,120,33,12,43,37,4.3,105.857,21.4733,"false"
5,0,0,2,58,26,11.6,109,60,21.8,-51,0,-10.2,95,31.399,"false"
6,1,0,4,9,4,1.5,4,2,0.666667,5,3,0.833333,143.571,54.0159,"false"
13,2,0,4,128,46,9.84615,49,17,3.76923,79,45,6.07692,117.429,12.1808,"false"
4,1,1,3,15,10,3.75,7,6,1.75,8,10,2,150.429,47.819,"false"
4,0,0,2,93,81,23.25,134,127,33.5,-41,6,-10.25,77.1429,37.5668,"false"
11,0,1,4,52,14,4.72727,41,18,3.72727,11,10,1,187.429,79.2912,"false"
3,0,0,2,51,47,17,45,41,15,6,6,2,104.857,66.1317,"false"
3,0,0,2,5,3,1.66667,7,5,2.33333,-2,0,-0.666667,126.571,55.4571,"false"
3,0,0,2,17,14,5.66667,3,3,1,14,14,4.66667,97.4286,12.3445,"false"
4,0,0,2,81,29,20.25,33,33,8.25,48,29,12,102,23.1517,"false"
10,0,1,1,272,97,27.2,227,153,22.7,45,75,4.5,84.5714,28.0924,"false"
3,0,0,2,93,47,31,68,64,22.6667,25,43,8.33333,76,24.6743,"false"
6,0,0,5,7,3,1.16667,8,3,1.33333,-1,0,-0.166667,241,62.9592,"false"
23,0,0,7,232,64,10.087,131,30,5.69565,101,64,4.3913,227.429,99.9187,"false"
15,0,0,6,166,53,11.0667,153,57,10.2,13,10,0.866667,227.429,101.021,"false"
4,1,0,2,73,35,18.25,3,3,0.75,70,35,17.5,64,5.87084,"false"
5,0,0,2,86,41,17.2,4,4,0.8,82,41,16.4,151,5.54651,"false"
2,0,0,2,17,17,8.5,25,25,12.5,-8,0,-4,92.2857,58.1429,"false"
7,1,0,6,27,10,3.85714,19,8,2.71429,8,6,1.14286,335.286,169.429,"false"
13,1,0,4,254,102,19.5385,66,19,5.07692,188,102,14.4615,154.143,12.8639,"false"
14,1,0,4,103,36,7.35714,91,52,6.5,12,18,0.857143,137.143,63.9806,"false"
2,0,0,1,2,2,1,2,2,1,0,0,0,58.8571,24.7143,"false"
6,0,1,2,35,17,5.83333,35,14,5.83333,0,5,0,108.143,42.6857,"false"
25,1,0,8,320,157,12.8,186,46,7.44,134,147,5.36,335.286,146.28,"false"
8,0,0,3,48,12,6,37,18,4.625,11,10,1.375,135,49.6696,"false"
17,0,0,2,126,25,7.41176,104,29,6.11765,22,20,1.29412,104.286,27.9819,"false"
47,1,2,7,468,68,9.95745,347,73,7.38298,121,28,2.57447,227.429,118.513,"false"
15,0,0,5,187,72,12.4667,104,44,6.93333,83,60,5.53333,258.857,114.778,"false"
3,1,0,2,56,55,18.6667,67,66,22.3333,-11,0,-3.66667,110.857,75.3597,"false"
15,0,0,4,572,388,38.1333,357,329,23.8,215,388,14.3333,156.571,6.12712,"false"
8,0,3,2,169,94,21.125,286,147,35.75,-117,37,-14.625,79.8571,15.2443,"false"
4,1,0,2,12,8,3,19,15,4.75,-7,0,-1.75,50.4286,9.33333,"false"
103,2,0,8,1628,163,15.8058,2218,411,21.534,-590,56,-5.72815,295.429,85.5675,"false"
6,0,0,3,71,56,11.8333,27,10,4.5,44,50,7.33333,110.143,15.7706,"false"
7,0,0,2,39,19,5.57143,22,11,3.14286,17,8,2.42857,43.4286,3.8315,"false"
15,0,1,3,193,40,12.8667,240,62,16,-47,39,-3.13333,153.429,101.376,"false"
23,0,5,4,692,179,30.087,578,115,25.1304,114,115,4.95652,158.286,21.4661,"true"
14,0,0,5,500,381,35.7143,393,280,28.0714,107,101,7.64286,335.286,214.931,"true"
3,0,0,3,7,6,2.33333,13,12,4.33333,-6,0,-2,133.571,84.3878,"false"
5,0,1,3,46,20,9.2,78,31,15.6,-32,0,-6.4,108.143,44.8416,"false"
17,0,3,4,227,50,13.3529,192,68,11.2941,35,36,2.05882,158.286,46.5261,"false"
4,0,0,3,27,16,6.75,4,3,1,23,13,5.75,144,16.8201,"false"
2,0,0,2,20,20,10,21,21,10.5,-1,0,-0.5,96,61.8571,"false"
3,0,0,2,121,90,40.3333,155,145,51.6667,-34,21,-11.3333,53.1429,14.4616,"false"
27,2,0,7,279,64,10.3333,344,120,12.7407,-65,15,-2.40741,305.286,154.25,"false"
14,1,0,6,141,48,10.0714,106,73,7.57143,35,48,2.5,335.286,84.8956,"true"
37,0,0,6,368,78,9.94595,254,49,6.86486,114,78,3.08108,275.429,56.6002,"true"
7,0,1,2,62,37,8.85714,55,36,7.85714,7,34,1,108.143,38.8387,"false"
8,1,0,7,51,28,6.375,41,25,5.125,10,6,1.25,335.286,212.451,"false"
30,1,0,6,928,216,30.9333,364,226,12.1333,564,216,18.8,180.571,47.9244,"false"
32,1,0,7,472,167,14.75,406,110,12.6875,66,57,2.0625,335.286,117.171,"false"
10,0,0,4,221,94,22.1,132,59,13.2,89,65,8.9,135,75.8093,"false"
5,0,0,3,20,11,4,16,9,3.2,4,2,0.8,109.286,49.9,"false"
2,0,0,2,1,1,0.5,2,2,1,-1,0,-0.5,102,65.8571,"false"
4,0,0,2,67,36,16.75,58,50,14.5,9,17,2.25,55.1429,12.3667,"false"
7,2,1,3,27,13,3.85714,22,13,3.14286,5,2,0.714286,72.5714,20.0317,"false"
14,0,0,7,63,22,4.5,59,32,4.21429,4,11,0.285714,227.429,114.15,"true"
4,0,0,3,114,102,28.5,115,109,28.75,-1,6,-0.25,179,133.52,"false"
9,0,0,3,150,51,16.6667,112,63,12.4444,38,18,4.22222,106.286,28.0886,"false"
14,1,0,4,173,63,12.3571,220,110,15.7143,-47,10,-3.35714,151.429,51.9075,"true"
13,1,0,7,43,11,3.30769,29,5,2.23077,14,7,1.07692,335.286,101.947,"false"
9,0,0,3,34,17,3.77778,25,16,2.77778,9,16,1,112.286,17.4034,"false"
2,0,0,2,8,8,4,9,9,4.5,-1,0,-0.5,96,59.8571,"false"
13,1,0,7,67,20,5.15385,44,8,3.38462,23,13,1.76923,335.286,126.104,"false"
2,0,0,2,36,36,18,36,36,18,0,0,0,179,143.143,"false"
30,1,0,8,164,51,5.46667,161,69,5.36667,3,35,0.1,335.286,137.362,"true"
19,0,0,7,174,85,9.15789,85,24,4.47368,89,76,4.68421,240.714,47.1034,"false"
10,0,0,5,52,15,5.2,32,6,3.2,20,11,2,227.429,82.8819,"false"
20,0,0,7,118,25,5.9,107,33,5.35,11,12,0.55,227.429,75.0387,"false"
4,2,1,2,11,10,2.75,5,4,1.25,6,10,1.5,130.857,11.9091,"false"
3,0,0,3,17,10,5.66667,8,8,2.66667,9,10,3,138.429,48.5882,"false"
47,1,1,8,294,36,6.25532,248,45,5.2766,46,20,0.978723,335.286,154.517,"false"
7,1,0,6,22,11,3.14286,14,5,2,8,6,1.14286,335.286,133.468,"false"
4,0,0,3,22,11,5.5,15,10,3.75,7,6,1.75,183.857,108.636,"false"
34,3,0,4,399,90,11.7353,393,71,11.5588,6,78,0.176471,158.286,45.0279,"true"
13,1,0,4,581,254,44.6923,88,73,6.76923,493,254,37.9231,140,10.5815,"false"
17,1,0,7,98,23,5.76471,94,51,5.52941,4,13,0.235294,302,130.593,"true"
5,0,0,4,36,19,7.2,26,16,5.2,10,15,2,192,71.6508,"false"
16,0,0,4,192,47,12,164,48,10.25,28,40,1.75,118.143,19.2046,"false"
13,0,2,2,572,186,44,475,278,36.5385,97,72,7.46154,108.143,50.7845,"true"
5,0,0,3,22,9,4.4,16,6,3.2,6,5,1.2,183.857,78.2013,"false"
10,0,0,3,225,93,22.5,68,34,6.8,157,93,15.7,154,11.4775,"false"
9,0,0,4,36,10,4,46,24,5.11111,-10,10,-1.11111,135,43.4921,"false"
9,0,0,3,62,22,6.88889,29,20,3.22222,33,22,3.66667,99.2857,19.9816,"false"
2,0,1,2,16,16,8,25,25,12.5,-9,0,-4.5,95.5714,58.5714,"false"
8,0,0,3,356,126,44.5,131,106,16.375,225,126,28.125,61.1429,2.66132,"false"
10,1,0,7,40,17,4,34,16,3.4,6,6,0.6,335.286,192.589,"false"
8,0,0,2,240,123,30,235,146,29.375,5,23,0.625,56.4286,11.6048,"true"
2,0,1,2,2,2,1,2,2,1,0,0,0,95.5714,58.5714,"false"
29,1,0,4,667,165,23,471,127,16.2414,196,117,6.75862,183,87.0685,"false"
45,0,2,5,1358,384,30.1778,809,241,17.9778,549,384,12.2,156.571,16.6716,"false"
15,1,0,7,167,39,11.1333,136,43,9.06667,31,14,2.06667,335.286,196.612,"false"
5,1,0,3,5,2,1,6,2,1.2,-1,0,-0.2,151.429,55.8286,"false"
20,0,0,4,99,29,4.95,92,57,4.6,7,17,0.35,201.286,84.8211,"false"
2,0,0,2,13,13,6.5,16,16,8,-3,0,-1.5,53.1429,19,"false"
8,0,0,1,113,34,14.125,87,32,10.875,26,23,3.25,49.4286,10.3603,"false"
7,0,0,3,127,87,18.1429,34,25,4.85714,93,87,13.2857,85.2857,11.5861,"false"
3,0,0,2,15,12,5,14,7,4.66667,1,5,0.333333,39.5714,8.85714,"true"
4,0,0,3,14,14,3.5,87,39,21.75,-73,5,-18.25,20.2857,0.285714,"false"
2,0,0,2,30,30,15,43,43,21.5,-13,0,-6.5,60.1429,26,"false"
26,0,0,9,264,72,10.1538,254,104,9.76923,10,28,0.384615,227.429,101.446,"true"
2,0,0,2,2,2,1,2,2,1,0,0,0,72.1429,35.1429,"false"
13,0,0,6,79,19,6.07692,53,22,4.07692,26,9,2,227.429,129.101,"false"
3,0,0,2,13,10,4.33333,7,7,2.33333,6,10,2,124.286,21.6813,"false"
4,0,0,2,82,55,20.5,33,22,8.25,49,50,12.25,105,14.7422,"false"
79,1,0,7,2331,256,29.5063,2386,453,30.2025,-55,132,-0.696202,297.571,88.0706,"true"
10,0,0,4,106,55,10.6,138,53,13.8,-32,4,-3.2,194.571,49.8814,"false"
23,2,0,9,263,59,11.4348,235,92,10.2174,28,45,1.21739,299.429,122.481,"false"
42,3,0,9,785,242,18.6905,837,212,19.9286,-52,30,-1.2381,335.286,86.4495,"false"
9,0,0,2,42,14,4.66667,40,28,4.44444,2,14,0.222222,128.143,50.9252,"false"
13,1,0,8,61,23,4.69231,41,19,3.15385,20,13,1.53846,335.286,207.827,"false"
18,1,0,6,515,266,28.6111,485,289,26.9444,30,83,1.66667,335.286,117.004,"false"
14,0,0,3,172,85,12.2857,205,138,14.6429,-33,22,-2.35714,128.429,57.289,"true"
4,0,0,2,40,34,10,10,8,2.5,30,33,7.5,105,13.6643,"false"
5,0,1,2,41,31,8.2,54,52,10.8,-13,6,-2.6,84,38.3798,"false"
3,0,0,2,19,17,6.33333,23,20,7.66667,-4,0,-1.33333,71.5714,6.2406,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,33.4286,0,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,4.42857,0,"false"
5,0,0,2,199,93,39.8,19,18,3.8,180,93,36,122.429,5.79756,"false"
18,1,0,7,227,103,12.6111,163,90,9.05556,64,30,3.55556,335.286,119.741,"false"
2,0,0,2,3,3,1.5,8,8,4,-5,0,-2.5,147.571,113.429,"false"
2,1,0,2,5,5,2.5,9,9,4.5,-4,0,-2,36,3,"false"
6,0,1,2,38,34,6.33333,64,60,10.6667,-26,0,-4.33333,108.143,68.5188,"false"
4,0,0,3,6,3,1.5,10,4,2.5,-4,0,-1,183.857,133,"false"
4,0,0,3,10,5,2.5,7,3,1.75,3,2,0.75,183.857,119.6,"false"
8,1,0,6,40,13,5,35,20,4.375,5,10,0.625,294,95.9214,"false"
5,0,0,3,23,10,4.6,11,10,2.2,12,10,2.4,85.4286,29.4472,"false"
54,2,0,10,1084,181,20.0741,901,140,16.6852,183,124,3.38889,335.286,140.557,"false"
7,0,0,3,309,137,44.1429,42,37,6,267,137,38.1429,140,9.98104,"false"
25,1,0,8,152,49,6.08,179,67,7.16,-27,24,-1.08,258.857,78.625,"true"
12,0,0,6,25,4,2.08333,36,15,3,-11,3,-0.916667,241,72.7657,"false"
7,0,0,3,87,32,12.4286,8,4,1.14286,79,32,11.2857,154.857,13.8966,"false"
3,0,0,3,10,9,3.33333,11,10,3.66667,-1,0,-0.333333,133.571,88.3,"false"
5,0,0,4,14,10,2.8,4,2,0.8,10,10,2,125.286,18.4898,"false"
29,1,1,6,184,35,6.34483,223,41,7.68966,-39,30,-1.34483,227.429,64.1933,"true"
37,1,1,9,352,83,9.51351,319,74,8.62162,33,17,0.891892,335.286,139.881,"false"
7,0,0,3,66,26,9.42857,7,5,1,59,26,8.42857,150,6.27489,"false"
141,2,1,7,3012,537,21.3617,2790,656,19.7872,222,446,1.57447,233.143,68.9672,"true"
4,1,0,3,16,10,4,10,8,2.5,6,10,1.5,131.286,26.875,"false"
25,0,0,3,1322,560,52.88,609,327,24.36,713,559,28.52,99.2857,41.9115,"false"
3,0,0,1,45,28,15,28,22,9.33333,17,11,5.66667,34.2857,0.8,"false"
